target_name	t_accession	tlen	query_name	q_accession	qlen	fullseq_evalue	fullseq_score	fullseq_bias	num_of_domain	total_hit_domains	c-evalue	i-evalue	hmm_score	hmm_bias	hmm_coord_from	hmm_coord_to	ali_coord_from	ali_coord_to	env_coord_from	env_coord_to	acc	description_of_target	aln_length	qcov
Ga0172379_10000243_1712	-	572	71591_Ga0172377_10000119_1194	-	700	2.5e-85	289.7	18.9	1	1	1.2e-88	3.5e-85	289.3	18.9	14	512	11	521	2	524	0.86	[104325 - 106040]	510	0.7285714285714285
DRBS01000206.1_58	-	634	71591_Ga0172377_10000119_1194	-	700	2.3e-15	58.5	12.5	1	1	1.3e-17	3.7e-14	54.5	12.4	70	506	92	539	56	549	0.71	[1494 - 3395] TPA_asm: Candidatus Desulfofervidus auxilii isolate HyVt-233 Ga0116200_10000518, whole genome shotgun sequence	447	0.6385714285714286
Ga0172379_10001592_432	-	80	71594_Ga0172377_10000119_1197	-	80	8.2e-50	169.4	12.9	1	1	4.7e-54	9e-50	169.3	12.9	1	80	1	80	1	80	0.99	[27032 - 27271]	79	0.9875
Ga0172377_10000119_1197	-	72	71594_Ga0172377_10000119_1197	-	80	4.7e-45	154.2	7	1	1	2.7e-49	5.1e-45	154.1	7	9	80	1	72	1	72	0.99	[61102 - 61317]	71	0.8875
Ga0172377_10000119_1264	-	311	71661_Ga0172377_10000119_1264	-	243	1.8e-91	308.5	0.9	1	1	3e-95	2.3e-91	308.1	0.9	3	241	29	292	13	294	0.9	[64783 - 65715]	263	1.0823045267489713
Ga0172379_10001592_517	-	298	71661_Ga0172377_10000119_1264	-	243	3.4e-88	297.7	0.3	1	1	5.7e-92	4.2e-88	297.4	0.3	3	241	17	280	4	282	0.92	[31523 - 32416]	263	1.0823045267489713
CP010426.1_27257	-	266	71661_Ga0172377_10000119_1264	-	243	7.7e-56	191.8	0.3	1	1	1.3e-59	9.9e-56	191.4	0.3	4	242	5	250	2	251	0.85	[246927 - 246130] (REVERSE SENSE) Archaeon GW2011_AR20 chromosome, complete genome	245	1.008230452674897
Ga0222658_1000332_509	-	242	71661_Ga0172377_10000119_1264	-	243	2e-32	115.1	0.1	1	1	3.1e-36	2.3e-32	114.9	0.1	5	242	3	239	1	240	0.76	[24355 - 23630] (REVERSE SENSE)	236	0.9711934156378601
Ga0207718_100100_2116	-	419	71661_Ga0172377_10000119_1264	-	243	9.6e-28	99.8	0	1	2	4.4e-23	3.3e-19	71.8	0	21	197	41	258	23	262	0.71	[46940 - 45684] (REVERSE SENSE)	217	0.8930041152263375
CP048739_1264	-	368	71661_Ga0172377_10000119_1264	-	243	1.1e-24	89.7	0	1	2	1.3e-20	9.9e-17	63.7	0	7	194	27	205	13	211	0.8	[89010 - 87907] (REVERSE SENSE) [Halogeometricum borinquense strain wsp4 | 60847.21]	178	0.7325102880658436
Ga0172377_10000119_2091	-	52	72488_Ga0172377_10000119_2091	-	52	6e-37	127.8	6.2	1	1	1.3e-41	6.5e-37	127.7	6.2	1	52	1	52	1	52	0.99	[32077 - 31922] (REVERSE SENSE)	51	0.9807692307692307
Ga0172379_10000243_3947	-	44	72488_Ga0172377_10000119_2091	-	52	3.3e-28	99.8	3.4	1	1	7.4e-33	3.6e-28	99.7	3.4	9	52	1	44	1	44	0.99	[78957 - 78826] (REVERSE SENSE)	43	0.8269230769230769
Ga0172379_10000243_64	-	66	72765_Ga0172377_10000119_2368	-	66	1.2e-43	149.4	3	1	1	2.7e-48	1.3e-43	149.3	3	1	66	1	66	1	66	0.99	[3821 - 4018]	65	0.9848484848484849
Ga0172377_10000119_2368	-	62	72765_Ga0172377_10000119_2368	-	66	4.5e-34	118.8	11.6	1	1	1.1e-38	5.4e-34	118.5	11.6	9	65	1	56	1	58	0.99	[14801 - 14616] (REVERSE SENSE)	55	0.8333333333333334
Ga0172379_10000243_1974	-	79	74969_Ga0172379_10000243_1974	-	79	2.1e-52	177.1	0.4	1	1	7.2e-57	2.3e-52	177	0.4	1	79	1	79	1	79	0.99	[122153 - 122389]	78	0.9873417721518988
Ga0172379_10001592_468	-	71	74969_Ga0172379_10000243_1974	-	79	7.4e-43	146.6	2.2	1	1	2.5e-47	8e-43	146.4	2.2	4	78	1	68	1	71	0.96	[29097 - 29309]	67	0.8481012658227848
Ga0172379_10000243_2138	-	153	75133_Ga0172379_10000243_2138	-	146	1.8e-50	172.9	0.2	1	1	4.2e-55	2e-50	172.7	0.2	3	144	9	148	7	150	0.97	[132629 - 133087]	139	0.952054794520548
Ga0172379_10001592_326	-	157	75133_Ga0172379_10000243_2138	-	146	1e-39	138	0.9	1	1	2.5e-44	1.2e-39	137.7	0.9	6	145	11	151	6	152	0.92	[19789 - 20259]	140	0.958904109589041
Ga0207715_100102_131	-	447	80619_Ga0207715_100102_131	-	375	4.3e-171	571.4	9.3	1	1	7.7e-175	5.3e-171	571.1	9.3	10	375	83	447	72	447	0.99	[16469 - 17809]	364	0.9706666666666667
Ga0207719_100190_796	-	375	80619_Ga0207715_100102_131	-	375	7.7e-145	485	24.3	1	1	1.2e-148	8.5e-145	484.8	24.3	5	374	4	374	1	375	0.98	[40580 - 39456] (REVERSE SENSE)	370	0.9866666666666667
Ga0207718_100100_1303	-	163	81560_Ga0207715_100102_1072	-	170	9.6e-49	167.7	7.6	1	1	2.1e-53	1e-48	167.6	7.6	5	160	3	156	1	163	0.95	[104518 - 105006]	153	0.9
Ga0207715_100102_1072	-	164	81560_Ga0207715_100102_1072	-	170	1.5e-48	167.1	12.7	1	1	3.4e-53	1.6e-48	167	12.7	4	162	3	158	1	164	0.95	[54542 - 54051] (REVERSE SENSE)	155	0.9117647058823529
Ga0207718_100100_319	-	430	82267_Ga0207718_100100_319	-	404	8.1e-210	699.4	12.9	1	1	1.9e-214	9.1e-210	699.2	12.9	1	404	23	430	23	430	0.99	[20613 - 21902]	407	1.0074257425742574
JGI12330J12834_1000008_385	-	448	82267_Ga0207718_100100_319	-	404	1.6e-195	652.3	11.1	1	1	3.7e-200	1.8e-195	652.2	11.1	1	394	26	448	26	448	1	[22553 - 23896]	422	1.0445544554455446
Ga0207718_100100_406	-	146	82354_Ga0207718_100100_406	-	147	1.9e-81	273.8	3.2	1	1	6.7e-86	2.1e-81	273.7	3.2	1	147	1	146	1	146	1	[27285 - 27722]	145	0.9863945578231292
JGI12330J12834_1000008_429	-	158	82354_Ga0207718_100100_406	-	147	5.7e-81	272.3	5.1	1	1	2e-85	6.4e-81	272.1	5.1	1	147	13	158	13	158	0.99	[26789 - 27262]	145	0.9863945578231292
JNCS01000001_316	-	236	82354_Ga0207718_100100_406	-	147	1.3e-79	267.8	3.6	1	1	5.2e-84	1.7e-79	267.5	3.6	1	147	89	236	89	236	0.99	[21671 - 22378] Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	147	1
Ga0207718_100100_427	-	65	82375_Ga0207718_100100_427	-	65	2e-45	155.2	1	1	1	6.7e-50	2.2e-45	155.1	1	1	65	1	65	1	65	1	[29058 - 29252]	64	0.9846153846153847
JGI12330J12834_1000008_443	-	51	82375_Ga0207718_100100_427	-	65	7e-31	108.6	0	1	1	2.3e-35	7.4e-31	108.5	0	16	65	2	51	1	51	0.99	[28142 - 28294]	49	0.7538461538461538
JGI12330J12834_1000008_454	-	202	82396_Ga0207718_100100_448	-	165	7.1e-95	317.7	0.4	1	1	1.8e-99	8.7e-95	317.4	0.4	2	165	23	202	22	202	0.99	[28328 - 28933]	179	1.084848484848485
Ga0207718_100100_448	-	155	82396_Ga0207718_100100_448	-	165	1e-91	307.4	3.8	1	1	2.4e-96	1.1e-91	307.3	3.8	11	165	1	155	1	155	1	[30333 - 30797]	154	0.9333333333333333
Ga0207718_100100_729	-	671	82677_Ga0207718_100100_729	-	626	3e-204	682.8	0	1	1	7.6e-208	3.7e-204	682.5	0	4	621	9	669	5	671	0.92	[50097 - 52109]	660	1.0543130990415335
CP058579_1852	-	723	82677_Ga0207718_100100_729	-	626	8.8e-179	598.6	0	1	1	2.4e-182	1.2e-178	598.2	0	4	613	20	707	12	719	0.89	[133126 - 135294] [Halobonum sp. NJ-3-1 | 2743089.3]	687	1.097444089456869
JGI12330J12834_1000008_726	-	651	82677_Ga0207718_100100_729	-	626	3.4e-149	500.9	0.2	1	1	8.5e-153	4.1e-149	500.6	0.2	3	609	8	649	3	651	0.85	[47209 - 49161]	641	1.023961661341853
Ga0172377_10000119_999	-	545	82677_Ga0207718_100100_729	-	626	2.1e-55	191.1	0.2	1	1	5.6e-59	2.7e-55	190.7	0.2	183	599	87	518	6	543	0.7	[46183 - 47817]	431	0.6884984025559105
Ga0172379_10001592_200	-	552	82677_Ga0207718_100100_729	-	626	2.5e-55	190.8	0.1	1	1	6.5e-59	3.2e-55	190.5	0.1	212	584	86	516	4	551	0.67	[11085 - 12740]	430	0.6869009584664537
CP010426.1_28444	-	502	82677_Ga0207718_100100_729	-	626	3e-28	101.4	15.5	1	1	3.7e-31	1.8e-27	98.8	15.5	217	582	7	466	2	501	0.75	[187356 - 185851] (REVERSE SENSE) Archaeon GW2011_AR20 chromosome, complete genome	459	0.7332268370607029
CP058579_982	-	1125	82677_Ga0207718_100100_729	-	626	8e-21	76.9	0	1	2	2.2e-19	1.1e-15	59.9	0	23	414	28	435	10	489	0.68	[65812 - 69186] [Halobonum sp. NJ-3-1 | 2743089.3]	407	0.6501597444089456
ATYM01000002_745	-	992	82677_Ga0207718_100100_729	-	626	2.4e-20	75.3	0.2	1	2	4.9e-24	2.4e-20	75.3	0.2	235	584	288	664	273	741	0.67	[47105 - 50080] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	376	0.6006389776357828
JNCS01000001_659	-	990	82677_Ga0207718_100100_729	-	626	2.5e-20	75.2	0.3	1	2	5.2e-24	2.5e-20	75.2	0.3	235	584	286	662	271	750	0.69	[45178 - 48147] Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	376	0.6006389776357828
JGI12330J12834_1000008_835	-	78	82702_Ga0207718_100100_754	-	78	7.2e-55	185.1	1.2	1	1	1.6e-59	7.9e-55	185	1.2	1	78	1	78	1	78	0.99	[56854 - 57087]	77	0.9871794871794872
Ga0207718_100100_754	-	66	82702_Ga0207718_100100_754	-	78	4.6e-46	156.9	1.2	1	1	1e-50	5e-46	156.8	1.2	12	77	1	66	1	66	0.99	[55858 - 56055]	65	0.8333333333333334
Ga0207718_100100_852	-	109	82800_Ga0207718_100100_852	-	109	4.2e-66	222.4	0.4	1	1	9.5e-71	4.6e-66	222.2	0.4	1	109	1	109	1	109	0.99	[62207 - 62533]	108	0.9908256880733946
JGI12330J12834_1000008_1040	-	109	82800_Ga0207718_100100_852	-	109	9.5e-66	221.2	1.5	1	1	2.2e-70	1e-65	221.1	1.5	1	108	1	108	1	109	0.99	[69240 - 69566]	107	0.981651376146789
Ga0207718_100100_858	-	83	82806_Ga0207718_100100_858	-	83	2.1e-51	174.5	6.8	1	1	4.7e-56	2.3e-51	174.3	6.8	1	83	1	83	1	83	0.99	[62533 - 62781]	82	0.9879518072289156
JGI12330J12834_1000008_1959	-	74	82806_Ga0207718_100100_858	-	83	1e-44	153	0.8	1	1	2.2e-49	1.1e-44	153	0.8	5	75	2	71	1	74	0.98	[67954 - 67733] (REVERSE SENSE)	69	0.8313253012048193
Ga0207718_100100_904	-	282	82852_Ga0207718_100100_904	-	286	2.1e-122	410.4	32.7	1	1	1.2e-126	2.3e-122	410.3	32.7	6	286	3	282	1	282	0.99	[66049 - 66894]	279	0.9755244755244755
JGI12330J12834_1000008_1091	-	266	82852_Ga0207718_100100_904	-	286	4.3e-118	396.3	24.8	1	1	2.5e-122	4.8e-118	396.1	24.8	8	280	2	266	1	266	0.99	[72007 - 72804]	264	0.9230769230769231
JGI12330J12834_1000008_1127	-	688	82877_Ga0207718_100100_929	-	677	0	1012.4	13.1	1	1	0	0	1012.3	13.1	4	675	4	687	1	688	0.99	[73455 - 75518]	683	1.0088626292466765
Ga0207718_100100_929	-	679	82877_Ga0207718_100100_929	-	677	3.5e-299	996.2	12.1	1	1	6.4e-303	3.9e-299	996	12.1	5	675	2	678	1	679	0.99	[67350 - 69386]	676	0.9985228951255539
JGI12330J12834_1000008_1212	-	343	82926_Ga0207718_100100_978	-	317	1.1e-138	464.1	9.6	1	1	1.1e-142	1.3e-138	463.8	9.6	2	316	19	342	18	343	0.99	[79225 - 80253]	323	1.0189274447949528
Ga0207718_100100_978	-	343	82926_Ga0207718_100100_978	-	317	3.6e-136	455.8	11.5	1	1	3.7e-140	4.4e-136	455.5	11.5	2	317	19	343	17	343	0.99	[72047 - 73075]	324	1.0220820189274449
CP048739_1537	-	338	82926_Ga0207718_100100_978	-	317	2.5e-132	443.2	12.9	1	1	2.6e-136	3.1e-132	442.9	12.9	2	315	21	334	20	337	0.98	[68756 - 67743] (REVERSE SENSE) [Halogeometricum borinquense strain wsp4 | 60847.21]	313	0.9873817034700315
CP058579_1252	-	333	82926_Ga0207718_100100_978	-	317	2.2e-119	400.6	2.8	1	1	2.3e-123	2.8e-119	400.3	2.8	2	315	18	329	14	332	0.96	[91446 - 92444] [Halobonum sp. NJ-3-1 | 2743089.3]	311	0.9810725552050473
JNCS01000001_1813	-	399	82926_Ga0207718_100100_978	-	317	7.9e-118	395.5	8.5	1	1	8.3e-122	1e-117	395.2	8.5	3	317	86	399	84	399	0.98	[60005 - 58809] (REVERSE SENSE) Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	313	0.9873817034700315
ATYM01000002_463	-	411	82926_Ga0207718_100100_978	-	317	2.9e-113	380.5	4	1	1	3e-117	3.6e-113	380.2	4	4	316	100	410	97	411	0.97	[28581 - 29813] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	310	0.9779179810725552
NZ_CP071597.1_384	-	334	82926_Ga0207718_100100_978	-	317	1.7e-108	364.8	5.7	1	1	1.8e-112	2.2e-108	364.5	5.7	2	316	18	329	15	330	0.96	[23645 - 24646] Halovivax sp. KZCA124 chromosome 1, complete sequence	311	0.9810725552050473
JABURA010000001_218	-	342	82926_Ga0207718_100100_978	-	317	2.7e-105	354.3	6.5	1	1	2.7e-109	3.3e-105	354.1	6.5	2	314	25	340	10	342	0.95	[15439 - 16464] JABURA010000001.1 [Haloterrigena sp. SYSU A121-1 | 2496101.3]	315	0.9936908517350158
JNCS01000001_865	-	708	82954_Ga0207718_100100_1006	-	654	6.6e-198	661.7	6	1	1	5.1e-201	7.8e-198	661.4	6	5	654	39	700	36	700	0.96	[63156 - 65279] Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	661	1.010703363914373
CP058579_2349	-	685	82954_Ga0207718_100100_1006	-	654	2.3e-190	636.8	0	1	1	1.8e-193	2.8e-190	636.5	0	4	653	21	683	15	684	0.94	[171605 - 169551] (REVERSE SENSE) [Halobonum sp. NJ-3-1 | 2743089.3]	662	1.0122324159021407
ATYM01000002_1504	-	671	82954_Ga0207718_100100_1006	-	654	3.1e-189	633	3.2	1	1	2.5e-192	3.9e-189	632.7	3.2	8	654	14	662	7	662	0.95	[97462 - 99474] Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	648	0.9908256880733946
CP048739_1560	-	684	82954_Ga0207718_100100_1006	-	654	1.1e-187	627.9	0	1	1	8.2e-191	1.3e-187	627.7	0	5	654	10	675	3	675	0.94	[67727 - 65676] (REVERSE SENSE) [Halogeometricum borinquense strain wsp4 | 60847.21]	665	1.0168195718654434
JABURA010000001_1435	-	698	82954_Ga0207718_100100_1006	-	654	2.3e-187	626.8	0	1	1	1.7e-190	2.7e-187	626.6	0	4	653	34	696	21	697	0.92	[95690 - 93597] (REVERSE SENSE) JABURA010000001.1 [Haloterrigena sp. SYSU A121-1 | 2496101.3]	662	1.0122324159021407
CP058579_609	-	664	82954_Ga0207718_100100_1006	-	654	5e-187	625.7	0	1	1	3.9e-190	6e-187	625.5	0	18	654	25	663	9	663	0.92	[39911 - 41902] [Halobonum sp. NJ-3-1 | 2743089.3]	638	0.9755351681957186
JABURA010000001_252	-	701	82954_Ga0207718_100100_1006	-	654	6.2e-184	615.5	0	1	1	5e-187	7.7e-184	615.2	0	19	654	43	692	25	692	0.95	[16714 - 18816] JABURA010000001.1 [Haloterrigena sp. SYSU A121-1 | 2496101.3]	649	0.9923547400611621
Ga0207733_100382_890	-	669	82954_Ga0207718_100100_1006	-	654	7.5e-184	615.2	0.6	1	1	6e-187	9.2e-184	614.9	0.6	20	654	28	662	10	662	0.94	[5062 - 3056] (REVERSE SENSE)	634	0.9694189602446484
NZ_CP071597.1_404	-	689	82954_Ga0207718_100100_1006	-	654	7.5e-183	611.9	0	1	1	5.5e-186	8.4e-183	611.8	0	6	654	10	681	1	681	0.93	[24691 - 26757] Halovivax sp. KZCA124 chromosome 1, complete sequence	671	1.025993883792049
Ga0207719_100190_527	-	665	82954_Ga0207718_100100_1006	-	654	4.2e-174	583	0.4	1	1	3.1e-177	4.8e-174	582.8	0.4	18	641	18	641	1	654	0.92	[31467 - 33461]	623	0.9525993883792049
JGI12330J12834_1000008_1244	-	468	82954_Ga0207718_100100_1006	-	654	4.7e-156	523.4	0.6	1	1	3.7e-159	5.7e-156	523.1	0.6	1	467	1	456	1	466	0.95	[81371 - 82774]	455	0.6957186544342507
Ga0207718_100100_1006	-	468	82954_Ga0207718_100100_1006	-	654	2.1e-155	521.2	1.1	1	1	1.6e-158	2.4e-155	521.1	1.1	1	469	1	459	1	467	0.95	[74313 - 75716]	458	0.7003058103975535
CP058579_1269	-	705	82954_Ga0207718_100100_1006	-	654	2.7e-145	487.8	0	1	1	9.8e-148	1.5e-144	485.4	0	1	648	2	692	1	698	0.91	[92444 - 94558] [Halobonum sp. NJ-3-1 | 2743089.3]	690	1.055045871559633
LKMP01000007.1_800	-	616	82954_Ga0207718_100100_1006	-	654	5.7e-29	103.5	0	1	1	9.8e-32	1.5e-28	102.1	0	74	524	101	556	94	567	0.85	[40166 - 42013] Nanohaloarchaea archaeon B1-Br10_U2g21 LB-BRINE-C121, whole genome shotgun sequence	455	0.6957186544342507
Ga0207718_100100_1461	-	70	83409_Ga0207718_100100_1461	-	70	2.3e-44	151.7	4.1	1	1	1e-48	2.5e-44	151.6	4.1	1	70	1	70	1	70	0.99	[88956 - 88747] (REVERSE SENSE)	69	0.9857142857142858
JGI12330J12834_1000008_1517	-	61	83409_Ga0207718_100100_1461	-	70	1.7e-36	126.5	3.8	1	1	7.5e-41	1.8e-36	126.4	3.8	5	64	1	60	1	61	0.99	[94999 - 94817] (REVERSE SENSE)	59	0.8428571428571429
ATYM01000002_1750	-	63	83409_Ga0207718_100100_1461	-	70	1.6e-11	46.5	2.9	1	1	7.2e-16	1.7e-11	46.4	2.9	6	57	6	57	1	61	0.95	[101399 - 101211] (REVERSE SENSE) Haloplanus natans DSM 17983 HALNADRAFT_scaffold1.1_C2, whole genome shotgun sequence.   [Haloplanus natans DSM 17983 | 926690.3]	51	0.7285714285714285
Ga0207718_100100_1510	-	104	83458_Ga0207718_100100_1510	-	104	5.2e-66	221.9	4.5	1	1	1.8e-70	5.8e-66	221.8	4.5	1	104	1	104	1	104	1	[86138 - 85827] (REVERSE SENSE)	103	0.9903846153846154
JGI12330J12834_1000008_1532	-	77	83458_Ga0207718_100100_1510	-	104	8.8e-46	157	4.1	1	1	3e-50	9.6e-46	156.8	4.1	1	77	1	77	1	77	1	[93820 - 93590] (REVERSE SENSE)	76	0.7307692307692307
JGI12330J12834_1000008_1698	-	253	83636_Ga0207718_100100_1688	-	253	1.1e-146	489.5	24.8	1	1	7.3e-151	1.2e-146	489.3	24.8	1	253	1	253	1	253	1	[83535 - 82777] (REVERSE SENSE)	252	0.9960474308300395
Ga0207718_100100_1688	-	249	83636_Ga0207718_100100_1688	-	253	7.6e-122	408	18.8	1	1	5.1e-126	8.3e-122	407.9	18.8	4	253	18	249	1	249	0.96	[77056 - 76310] (REVERSE SENSE)	231	0.9130434782608695
Ga0207718_100100_1697	-	176	83645_Ga0207718_100100_1697	-	142	1.1e-61	209.1	0.1	1	1	2.7e-66	1.3e-61	208.9	0.1	1	140	36	174	36	176	0.99	[76253 - 75726] (REVERSE SENSE)	138	0.971830985915493
JGI12330J12834_1000008_2433	-	142	83645_Ga0207718_100100_1697	-	142	1.2e-58	199.3	0.8	1	1	2.7e-63	1.3e-58	199.2	0.8	1	138	2	139	2	142	0.99	[37502 - 37077] (REVERSE SENSE)	137	0.9647887323943662
JGI12330J12834_1000008_1975	-	57	83860_Ga0207718_100100_1912	-	57	4.3e-41	141.1	1.9	1	1	9.6e-46	4.6e-41	141	1.9	1	57	1	57	1	57	0.99	[67006 - 66836] (REVERSE SENSE)	56	0.9824561403508771
Ga0207718_100100_1912	-	46	83860_Ga0207718_100100_1912	-	57	4.3e-30	105.9	3.6	1	1	9.6e-35	4.6e-30	105.8	3.6	12	57	1	46	1	46	1	[61701 - 61564] (REVERSE SENSE)	45	0.7894736842105263
JGI12330J12834_1000008_2152	-	158	84018_Ga0207718_100100_2070	-	158	2.6e-88	296.3	28.7	1	1	8.9e-93	2.9e-88	296.1	28.7	1	158	1	158	1	158	1	[55617 - 55144] (REVERSE SENSE)	157	0.9936708860759493
Ga0207718_100100_2070	-	150	84018_Ga0207718_100100_2070	-	158	1.5e-72	245.1	30.2	1	1	5.2e-77	1.7e-72	244.9	30.2	24	158	2	136	1	136	0.99	[49494 - 49045] (REVERSE SENSE)	134	0.8481012658227848
Ga0207718_100100_2076	-	124	84024_Ga0207718_100100_2076	-	124	1.6e-76	256.5	0.1	1	1	1.3e-80	1.8e-76	256.3	0.1	1	124	1	124	1	124	1	[48898 - 48527] (REVERSE SENSE)	123	0.9919354838709677
JGI12330J12834_1000008_2185	-	122	84024_Ga0207718_100100_2076	-	124	4.3e-71	239	0.4	1	1	3.7e-75	5.1e-71	238.7	0.4	4	123	1	118	1	120	0.99	[53728 - 53363] (REVERSE SENSE)	117	0.9435483870967742
LOEP01000012_214	-	178	84024_Ga0207718_100100_2076	-	124	2.1e-20	75.2	0.1	1	1	1.9e-24	2.6e-20	74.9	0.1	8	111	59	167	54	178	0.88	[13303 - 13836] Haloferax sp. Q22 scaffold12, whole genome shotgun sequence.   [Haloferax sp. Q22 | 1526048.3]	108	0.8709677419354839
Ga0207718_100100_2198	-	233	84146_Ga0207718_100100_2198	-	233	6.9e-142	473	0.1	1	1	3.2e-146	7.7e-142	472.8	0.1	1	233	1	233	1	233	1	[40597 - 39899] (REVERSE SENSE)	232	0.9957081545064378
JGI12330J12834_1000008_2415	-	230	84146_Ga0207718_100100_2198	-	233	3e-124	415.2	0.1	1	1	1.5e-128	3.5e-124	415	0.1	1	233	3	229	3	229	0.99	[39158 - 38469] (REVERSE SENSE)	226	0.9699570815450643
JNCS01000001_2250	-	227	84146_Ga0207718_100100_2198	-	233	6.8e-18	67.2	0	1	1	3.4e-22	8.2e-18	66.9	0	16	229	12	225	3	227	0.7	[33932 - 33252] (REVERSE SENSE) Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	213	0.9141630901287554
Ga0207715_100102_973	-	248	84146_Ga0207718_100100_2198	-	233	2.3e-12	49.1	0.3	1	1	1.3e-16	3.1e-12	48.6	0.3	14	201	35	230	22	246	0.76	[65398 - 64655] (REVERSE SENSE)	195	0.8369098712446352
Ga0207718_100100_2207	-	183	84155_Ga0207718_100100_2207	-	182	7.7e-104	347.6	0.2	1	1	3.9e-108	9.5e-104	347.3	0.2	1	181	1	181	1	182	0.99	[39873 - 39325] (REVERSE SENSE)	180	0.989010989010989
JGI12330J12834_1000008_2424	-	181	84155_Ga0207718_100100_2207	-	182	7.9e-103	344.3	0.9	1	1	3.6e-107	8.8e-103	344.1	0.9	1	181	1	181	1	181	1	[38448 - 37906] (REVERSE SENSE)	180	0.989010989010989
JNCS01000001_2255	-	185	84155_Ga0207718_100100_2207	-	182	1.4e-91	307.6	2.1	1	1	6.6e-96	1.6e-91	307.5	2.1	5	182	2	185	1	185	0.99	[33232 - 32678] (REVERSE SENSE) Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	183	1.0054945054945055
Ga0207715_100102_980	-	180	84155_Ga0207718_100100_2207	-	182	4.7e-22	81.1	0.2	1	1	2.1e-26	5.2e-22	80.9	0.2	7	180	4	179	1	180	0.88	[64642 - 64103] (REVERSE SENSE)	175	0.9615384615384616
Ga0207718_100100_2256	-	438	84204_Ga0207718_100100_2256	-	438	2.2e-264	879.6	33.6	1	1	1e-268	2.5e-264	879.4	33.6	1	438	1	438	1	438	1	[36864 - 35551] (REVERSE SENSE)	437	0.997716894977169
JGI12330J12834_1000008_2473	-	384	84204_Ga0207718_100100_2256	-	438	9.6e-189	630.3	45.7	1	1	5e-193	1.2e-188	630	45.7	37	438	1	384	1	384	1	[35598 - 34447] (REVERSE SENSE)	383	0.8744292237442922
Ga0207718_100100_2261	-	84	84209_Ga0207718_100100_2261	-	84	1.4e-51	175	1.7	1	1	6.5e-56	1.6e-51	174.9	1.7	1	84	1	84	1	84	0.99	[35534 - 35283] (REVERSE SENSE)	83	0.9880952380952381
JGI12330J12834_1000008_2457	-	82	84209_Ga0207718_100100_2261	-	84	1.5e-42	146.1	0.3	1	1	6.7e-47	1.6e-42	146	0.3	1	84	1	80	1	80	0.99	[35938 - 35693] (REVERSE SENSE)	79	0.9404761904761905
Ga0207718_100100_2313	-	396	84261_Ga0207718_100100_2313	-	299	2.3e-170	567.8	5.8	1	1	6e-175	2.9e-170	567.5	5.8	2	299	99	396	88	396	0.99	[32014 - 30827] (REVERSE SENSE)	297	0.9933110367892977
JGI12330J12834_1000008_2530	-	315	84261_Ga0207718_100100_2313	-	299	2.1e-155	518.7	5	1	1	5e-160	2.4e-155	518.5	5	5	299	21	315	10	315	0.98	[31806 - 30862] (REVERSE SENSE)	294	0.9832775919732442
Ga0207718_100100_2354	-	200	84302_Ga0207718_100100_2354	-	200	2.7e-136	453.9	0.5	1	1	1.6e-140	3e-136	453.7	0.5	1	200	1	200	1	200	1	[29237 - 28638] (REVERSE SENSE)	199	0.995
JGI12330J12834_1000008_2588	-	159	84302_Ga0207718_100100_2354	-	200	1.4e-104	350.3	3.4	1	1	8.2e-109	1.6e-104	350.2	3.4	43	200	1	159	1	159	1	[28153 - 27677] (REVERSE SENSE)	158	0.79
Ga0207718_100100_2365	-	308	84302_Ga0207718_100100_2354	-	200	4.7e-20	74.4	1	1	1	3.5e-24	6.8e-20	73.9	1	64	193	156	288	142	301	0.88	[28648 - 27725] (REVERSE SENSE)	132	0.66
JNCS01000001_2396	-	264	84302_Ga0207718_100100_2354	-	200	1.1e-16	63.4	0.2	1	2	6.1e-16	1.2e-11	47	0	57	168	3	119	1	133	0.74	[24048 - 23257] (REVERSE SENSE) Natrinema altunense strain AJ2 N_altunense_AJ2_contig_1, whole genome shotgun sequence.   [Natrinema altunense strain AJ2 | 222984.5]	116	0.58
